title,release,day_audience,total_audience,screen,Nationality,distributor,grade,genre,director,actor,date,day,weekday,holiday
007스펙터,2015-11-11,1,1820728,1,영국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"액션,어드벤처,범죄,스릴러",샘멘데스,"다니엘크레이그,레아세이두,크리스토프왈츠,모니카벨루치",2015-12-17,37,목요일,0
300제국의부활,2014-03-06,102,1593116,14,미국,워너브러더스코리아(주),청소년관람불가,"액션,드라마,전쟁",노암머로,"레나헤디,에바그린,설리반스탭플턴,로드리고산토로",2014-04-09,35,수요일,0
50가지그림자심연,2017-02-09,3,189599,1,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,"드라마,멜로/로맨스",제임스폴리,"제이미도넌,다코타존슨",2017-03-20,40,월요일,0
5일의마중,2014-10-08,304,50775,8,중국,찬란,전체관람가,"멜로/로맨스,드라마",장예모,"공리,진도명",2014-11-16,40,일요일,1
가디언즈오브갤럭시,2014-07-31,502,1309671,7,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,어드벤처,SF",제임스건,"크리스프랫,조샐다나,데이브바티스타,빈디젤,브래들리쿠퍼",2014-09-08,40,월요일,1
가디언즈오브갤럭시VOL.2,2017-05-03,169,2734944,4,미국,월트디즈니컴퍼니코리아유한책임회사,12세이상관람가,"액션,SF",제임스건,"크리스프랫,조샐다나,데이브바티스타,빈디젤,브래들리쿠퍼",2017-06-11,40,일요일,1
가려진시간,2016-11-16,150,510728,5,한국,(주)쇼박스,12세이상관람가,"드라마,판타지",엄태화,"강동원,신은수,이효제,김희원,권해효,김단율,정우진,엄태구,박종환,김동현,김예지,이영상,조슬예,고민우",2016-12-25,40,일요일,1
간신,2015-05-21,426,1110071,30,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화",2015-06-24,35,수요일,0
감바의대모험,2016-11-10,24,117248,1,일본,(주)영화사빅,전체관람가,"애니메이션,어드벤처","카와무라토모히로,코모리요시히로",NA,2016-12-18,39,일요일,1
갓오브이집트,2016-03-03,3,919834,1,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",12세이상관람가,"어드벤처,판타지",알렉스프로야스,"제라드버틀러,니콜라이코스터왈도,코트니이튼,브렌튼스웨이츠,애비리",2016-04-06,35,수요일,0
강남1970,2015-01-21,163,2188679,3,한국,(주)쇼박스,청소년관람불가,"액션,드라마",유하,"이민호,김래원,정진영,설현,유승목,한재영,이연두,정호빈,최진호,엄효섭,최병모,지대한,전배수,윤종화,서우진,이인혁,이정완,이주협,박소희,박시연,이한울,임성숙,장준혁,전우재,강풍,박재영,박재희,박준영,정영택,백동현,정창용,조선기,서현석,천영암,손재영,주연서,신영규,양진석,오형근,유정호,윤지원,이규석,김원진,이성용,이성준,이세훈,황재진,이원희,이은주,안정우,정진영,김지수,곽민호",2015-03-01,40,일요일,1
개구리왕국,2015-11-12,192,53438,3,중국,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",넬슨신,NA,2015-12-21,40,월요일,0
개를훔치는완벽한방법,2014-12-31,1084,254618,24,한국,"(주)리틀빅픽쳐스,(주)대명문화공장",전체관람가,"드라마,가족",김성호,"김혜자,이레,최민수,강혜정,이천희,김솔,김원중,김도엽,박성규,이지원,정택호,김재화,홍은택,이기영,류선영,조은지",2015-02-08,40,일요일,1
거울나라의앨리스,2016-09-07,50,512702,5,미국,월트디즈니컴퍼니코리아(주),12세이상관람가,"어드벤처,가족,판타지",제임스보빈,"조니뎁,앤해서웨이,미아와시코브스카,헬레나본햄카터,사챠바론코헨,알란릭맨,마이클쉰,앤드류스캇",2016-10-16,40,일요일,1
걷기왕,2016-10-20,12,93478,2,한국,CGV아트하우스,12세이상관람가,드라마,백승화,"심은경,박주희,김새벽,허정도,윤지원,안승균,김광규,김정영,이재진,이준용,박민준,장현진,방범석,정규환,오은비,조주형,이규진,이동혁,이수아,최봉석,최효주,황수진,김신동",2016-11-27,39,일요일,1
검사외전,2016-02-03,3680,9699031,112,한국,(주)쇼박스,15세이상관람가,"범죄,코미디",이일형,"황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승민,이승우,이승준,이승훈,이승훈,최현준",2016-03-13,40,일요일,1
검은사제들,2015-11-05,16494,5407767,379,한국,씨제이이앤엠(주),15세이상관람가,"미스터리,드라마",장재현,"김윤석,강동원,박소담,김병옥,김의성,이호재,남일우,김동현,김미영,김수진,김혜민,박지수,송선찬,이상민,이승훈,이현우,손종학,조수향,남문철",2015-12-14,40,월요일,0
겟아웃,2017-05-17,851,2127261,9,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러,드라마",조던필레,"다니엘칼루야,앨리슨윌리암스,브래들리휘트포드,캐서린키너",2017-06-25,40,일요일,1
겨울왕국,2014-01-16,50465,9675656,493,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,"애니메이션,어드벤처,가족,코미디,뮤지컬,판타지","크리스벅,제니퍼리","이디나멘젤,크리스틴벨,조나단그로프,조시게드",2014-02-24,40,월요일,0
경주,2014-06-12,74,62586,5,한국,(주)인벤트스톤,15세이상관람가,"드라마,코미디,멜로/로맨스",장률,"박해일,신민아,김태훈,신소율,이춘연,이학민,박재웅,박재희,박진홍,임상묵,임진욱,신민아,양희망,오류미,오세현,유병옥,윤상일,조현정,고유희,윤진서,이관훈,이기연,최근우,권병수,홍성은,홍수영,이은우,이준동,김솔,김여정,김정우,김주현,김주현,김초혜,김태희,나경찬,김수안,최배영,김학선",2014-07-21,40,월요일,0
계춘할망,2016-05-19,50,478870,1,한국,(주)콘텐츠난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁",2016-06-25,38,토요일,1
고녀석맛나겠다2함께라서행복해,2015-07-29,162,54130,4,한국,(주)리틀빅픽쳐스,전체관람가,"애니메이션,가족,어드벤처","최경석,노나카카즈미","엄상현,시영준,안장혁,정주원,안효민,이경태,이경태",2015-09-06,40,일요일,1
"고산자,대동여지도",2016-09-07,483,973652,2,한국,씨제이이앤엠(주),전체관람가,사극,강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,박상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,조경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용,김기정",2016-10-16,40,일요일,1
고스트버스터즈,2016-08-25,94,515359,1,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,"액션,코미디,SF",폴페이그,"멜리사맥카시,크리스헴스워스,크리스틴위그,케이트맥키넌,레슬리존스",2016-09-29,36,목요일,0
곡성,2016-05-12,10576,6811330,297,한국,이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경",2016-06-20,40,월요일,0
공각기동대고스트인더쉘,2017-03-29,205,762448,2,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"SF,범죄,액션",루퍼트샌더스,"스칼렛요한슨,마이클피트,마이클윈코트,요한필리프아스베크,기타노다케시",2017-05-07,40,일요일,1
공조,2017-01-18,19474,7796341,336,한국,씨제이이앤엠(주),15세이상관람가,액션,김성훈,"현빈,유해진,김주혁,장영남,이해영,윤아,이동휘",2017-02-26,40,일요일,1
관능의법칙,2014-02-13,138,780485,20,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"드라마,코미디",권칠인,"엄정화,문소리,조민수,이경영,이성민,이재윤,백동훈,전민혁,오상진,차수보,황정현,김용식,김재혁,김지은,조우진,최무성,진선규,권해효",2014-03-24,40,월요일,0
괴물의아이,2015-11-25,240,224252,9,일본,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,"애니메이션,판타지,어드벤처",호소다마모루,"야쿠쇼코지,미야자키아오이,소메타니쇼타,히로세스즈",2016-01-03,40,일요일,1
국가대표2,2016-08-10,31,708792,5,한국,메가박스(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화",2016-09-13,35,화요일,0
국제시장,2014-12-17,204816,12006473,625,한국,씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수",2015-01-25,40,일요일,1
군도민란의시대,2014-07-23,100,4773840,3,한국,(주)쇼박스,15세이상관람가,"사극,액션",윤종빈,"하정우,강동원,최귀화,이성민,조진웅,마동석,윤지혜,정만식,김성균,김재영,주진모,이경영,신나라,정두홍,조남희,조현도,김광현,김병주,김영철,김지선,김태수,노남석,송영창,이경영,김병옥,주영호,한예리,김시은,김해숙,정대용,정재헌",2014-08-31,40,일요일,1
굿다이노,2016-01-07,171,1329175,3,미국,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",피터손,NA,2016-02-14,39,일요일,1
굿바이싱글,2016-06-29,12,2108273,1,한국,(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희",2016-08-02,35,화요일,0
귀향,2016-02-24,5419,3571853,191,한국,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신",2016-04-03,40,일요일,1
그녀,2014-05-22,2380,296421,42,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,"드라마,멜로/로맨스",스파이크존즈,"호아킨피닉스,스칼렛요한슨,에이미아담스,루니마라",2014-06-30,40,월요일,0
그랜드부다페스트호텔,2014-03-20,6951,683274,164,미국,이십세기폭스코리아(주),청소년관람불가,"미스터리,어드벤처",웨스앤더슨,"랄프파인즈,틸다스윈튼,주드로,애드리언브로디,윌렘데포,에드워드노튼,시얼샤로넌,레아세이두",2014-04-28,40,월요일,0
그레이스오브모나코,2014-06-18,147,236040,5,프랑스,(주)쇼박스,12세이상관람가,드라마,올리비에다한,"니콜키드먼,팀로스,프랭크란젤라",2014-07-27,40,일요일,1
그레이의50가지그림자,2015-02-26,9,364373,2,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,"드라마,멜로/로맨스",샘테일러-존슨,"제이미도넌,다코타존슨,제니퍼엘,루크그림즈",2015-04-06,40,월요일,0
그레이트월,2017-02-15,4,501458,1,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,"판타지,액션",장예모,"맷데이먼,페드로파스칼,윌렘데포,유덕화,루한,경첨,너맨아카,펑위옌,장한유",2017-03-22,36,수요일,0
극비수사,2015-06-18,80,2860680,10,한국,(주)쇼박스,15세이상관람가,"드라마,범죄",곽경택,"김윤석,유해진,송영창,장영남,정호빈,이준혁,이종일,장성훈,정규용,정기용,백승호,이효제,최원,송승현,신유경,양중경,유주영,홍명기,이석현,이소영,이승준,이윤희,이인규,주영호,박효주,이재용,남문철",2015-07-27,40,월요일,0
극장판꼬마버스타요의에이스구출작전,2016-01-21,19,130685,1,한국,(주)아이코닉스,전체관람가,애니메이션,류정우,NA,2016-02-29,40,월요일,0
극장판도라에몽진구의우주영웅기~스페이스히어로즈~,2015-09-17,8,113321,1,일본,(주)와우픽쳐스,전체관람가,"애니메이션,SF,어드벤처",오오스기요시히로,"미즈타와사비,오오하라메구미,심형탁",2015-10-26,40,월요일,0
극장판또봇로봇군단의습격,2017-04-27,8,141592,1,한국,씨제이이앤엠(주),전체관람가,애니메이션,"이달,고동우","하룡이,신경선,이현",2017-05-31,35,수요일,0
극장판소드아트온라인-오디널스케일-,2017-02-23,106,117071,17,일본,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,SF,액션",이토토모히코,"마츠오카요시츠구,토마츠하루카,이토카나에",2017-04-03,40,월요일,0
극장판아이엠스타꿈의오디션!,2016-02-11,28,141299,2,일본,씨제이이앤엠(주),전체관람가,애니메이션,키무라류이치,"정혜원,이용신,소연,이선,신용우",2016-03-20,39,일요일,1
극장판안녕자두야,2016-05-04,19,279958,1,한국,씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진",2016-06-11,39,토요일,1
극장판요괴워치염라대왕과5개의이야기다냥!,2016-07-20,207,330665,2,일본,씨제이이앤엠(주),전체관람가,애니메이션,타카하시시게하루,"토마츠하루카,유키아오이,세키토모카즈,코자쿠라에츠코",2016-08-25,37,목요일,0
극장판요괴워치탄생의비밀이다냥!,2015-07-22,138,550671,5,일본,씨제이이앤엠(주),전체관람가,애니메이션,"타카하시시게하루,우시로신지",NA,2015-08-30,40,일요일,1
극장판쿠로코의농구라스트게임,2017-04-27,142,55707,24,일본,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다슌스케,오노켄쇼,2017-06-05,40,월요일,0
"극장판파워레인저다이노포스VS고버스터즈공룡대결전!~안녕,영원한친구여!~",2014-10-02,5,212849,2,일본,(주)이수C&E,전체관람가,"액션,SF",사카모토코이치,NA,2014-11-10,40,월요일,0
극적인하룻밤,2015-12-03,9,321641,1,한국,CGV아트하우스,청소년관람불가,"멜로/로맨스,코미디",하기호,"윤계상,한예리,박효주,조복래,박병은,정수영,조영균,하정완,한정국,김수정,한지은,이지훈,정수연,김재화,박현지,진선규,김의성",2016-01-07,36,목요일,0
글로리데이,2016-03-24,12,189201,1,한국,(주)엣나인필름,15세이상관람가,드라마,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용",2016-05-01,39,일요일,1
꼬마참새리차드아프리카원정대,2017-06-15,65,80812,3,독일,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"토비젠켈,레자메마리","김서영,구민선,변영희,사문영,임채헌,황창영,이현",2017-07-24,40,월요일,0
꾸뻬씨의행복여행,2014-11-27,126,123430,5,영국,그린나래미디어(주),15세이상관람가,"어드벤처,드라마",피터첼섬,"사이몬페그,로자먼드파이크,장르노,스텔란스카스가드,크리스토퍼플러머",2015-01-05,40,월요일,0
끝까지간다,2014-05-29,17677,3351280,343,한국,(주)쇼박스,15세이상관람가,"액션,스릴러,범죄",김성훈,"이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이준혁,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕,김해곤",2014-07-07,40,월요일,0
"나,다니엘블레이크",2016-12-08,536,75036,23,영국,(주)영화사진진,12세이상관람가,드라마,켄로치,데이브존스,2017-01-16,40,월요일,0
나를찾아줘,2014-10-23,1508,1747480,32,미국,이십세기폭스코리아(주),청소년관람불가,스릴러,데이빗핀처,"벤애플렉,로자먼드파이크,닐패트릭해리스,미시파일",2014-12-01,40,월요일,0
나우유씨미2,2016-07-13,24,3099214,1,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션",존추,"제시아이젠버그,마크러팔로,우디해럴슨,데이브프랑코,다니엘래드클리프,리지캐플란,주걸륜,마이클케인,모건프리먼",2016-08-20,39,토요일,1
나의사랑나의신부,2014-10-08,213,2135878,9,한국,씨네그루(주)다우기술,15세이상관람가,"멜로/로맨스,코미디",임찬상,"조정석,신민아,윤정희,이상희,전예원,조아라,김광수,김보미,김선하,김은비,박주운,신영일,배성우,라미란,윤문식,황정민,서강준,김형욱",2014-11-16,40,일요일,1
나의산티아고,2016-07-14,445,87858,13,독일,(주)영화사진진,12세이상관람가,코미디,줄리아폰하인츠,"데비드스트리에소브,마르티나게덱,카타리나탈바흐",2016-08-22,40,월요일,0
나의소녀시대,2016-05-12,577,402551,31,대만,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키첸,"송운화,왕대륙",2016-06-20,40,월요일,0
"날,보러와요",2016-04-07,8,1063395,2,한국,메가박스(주)플러스엠,청소년관람불가,"미스터리,스릴러",이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진",2016-05-16,40,월요일,0
남과여,2016-02-25,11,203775,1,한국,(주)쇼박스,청소년관람불가,멜로/로맨스,이윤기,"전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희",2016-03-30,35,수요일,0
남자가사랑할때,2014-01-22,166,1977939,6,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,드라마",한동욱,"황정민,한혜진,곽도원,정만식,손세빈,백동현,이확광,임정빈,임희준,양준호,조왕섭,조화성,최제헌,이성호,한동욱,권지훈,허명행,황병국,김정수,남경민,문성렬,박성웅,이채은,김병옥,김홍파,남일우,김태희,김종수,최우리,남문철,박지환",2014-03-02,40,일요일,1
내부자들,2015-11-19,39801,6961127,438,한국,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명",2015-12-28,40,월요일,0
내부자들디오리지널,2015-12-31,2944,2073070,70,한국,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명",2016-02-08,40,월요일,1
너와100번째사랑,2017-05-25,5,80415,1,일본,(주)디스테이션,12세이상관람가,"드라마,멜로/로맨스",츠키카와쇼,"사카구치켄타로,미와,류세이료",2017-06-28,35,수요일,0
너의이름은.,2017-01-04,9670,3615012,162,일본,메가박스(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이마코토,"카미키류노스케,카미시라이시모네,나가사와마사미,이치하라에수코,유키아오이,시마자키노부나가,이시카와카이토,타니카논",2017-02-12,40,일요일,1
넛잡땅콩도둑들,2014-01-29,271,476693,6,한국,(주)싸이더스,전체관람가,"애니메이션,어드벤처,코미디,가족",피터레페니오티스,"윌아넷,브렌든프레이저,리암니슨,캐서린헤이글,싸이(박재상)",2014-03-09,40,일요일,1
노무현입니다,2017-05-25,2034,1833205,163,한국,"CGV아트하우스,영화사풀",12세이상관람가,다큐멘터리,이창재,노무현,2017-07-03,40,월요일,0
노아,2014-03-20,185,2026559,2,미국,씨제이이앤엠(주),15세이상관람가,"어드벤처,드라마,판타지",대런아로노프스키,"러셀크로우,엠마왓슨,로건레먼,안소니홉킨스,제니퍼코넬리",2014-04-28,40,월요일,0
노예12년,2014-02-27,59,497442,4,미국,"판씨네마(주),(주)프레인글로벌",15세이상관람가,드라마,스티브맥퀸,"치웨텔에지오포,마이클패스벤더,베네딕트컴버배치,브래드피트,드와이트헨리,쿠벤자네왈리스,타란킬램",2014-04-07,40,월요일,0
논스톱,2014-02-27,283,2083927,24,미국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,자움콜렛세라,"리암니슨,줄리안무어,미쉘독커리,앤슨마운트,존아브라함스,스쿳맥네이리",2014-04-07,40,월요일,0
눈길,2017-03-01,67,129237,2,한국,"(주)엣나인필름,CGV아트하우스",15세이상관람가,드라마,이나정,"김영옥,김향기,김새론,조수향,서영주,장영남",2017-04-07,38,금요일,0
눈의여왕2트롤의마법거울,2014-12-24,402,618543,5,러시아,씨네그루(주)다우기술,전체관람가,"애니메이션,판타지,가족",알렉세이트시칠린,NA,2015-01-30,38,금요일,0
