title,aud_total,holiday,drama,comedy,advanture,criminal.thrill,documentary,horror,family,etc,series,aud_18,director,distributor_value,expect,positive,comp_3,first_day_aud,screen
트럼보,50396,0,1,0,0,0,0,0,0,0,0,0,0,0,1405,0.966101695,7,17920,591
포레스트죽음의숲,50460,0,0,0,0,0,0,1,0,0,0,0,0,1,1031,0.388059701,2,10107,569
유스,50690,0,1,0,0,0,0,0,0,0,0,0,0,0,827,0.951566952,6,8727,129
더비지트,52197,0,0,0,0,1,0,1,0,0,0,0,0,1,1089,0.666666667,2,16466,553
드래곤블레이드,52867,0,0,0,1,0,0,0,0,0,0,0,1,3,603,0.916666667,4,15410,511
지금은맞고그때는틀리다,53086,1,1,0,0,0,0,0,0,0,0,1,0,2,945,0.952464789,7,10455,109
오두막,53780,0,1,0,0,0,0,0,0,0,0,0,0,0,727,0.967065868,4,13209,778
대니콜린스,53903,0,1,0,0,0,0,0,0,0,0,0,0,0,764,0.99009901,1,17576,598
위아영,54084,0,1,1,0,0,0,0,0,0,0,0,0,0,548,0.907692308,2,13654,469
나이트크롤러,54620,0,1,0,0,1,0,0,0,0,0,1,0,0,895,0.955223881,5,17783,458
파라노말액티비티더고스트디멘션,54750,0,0,0,0,1,0,1,0,0,1,0,0,0,927,0.75,3,21724,656
잡아야산다,54951,0,0,1,0,0,0,0,0,0,0,0,0,0,5748,0.857142857,6,19524,417
그물,55239,0,1,0,0,0,0,0,0,0,0,0,0,2,1501,0.818181818,1,16122,755
러덜리스,55402,0,1,1,0,0,0,0,0,0,0,0,0,0,351,0.964705882,6,12198,229
드레스메이커,55729,0,1,0,0,0,0,0,0,0,0,0,0,0,1191,0.942307692,7,18977,349
태풍이지나가고,56150,0,1,0,0,0,0,0,0,0,0,0,0,0,745,0.984575835,3,5995,111
본투비블루,56587,0,1,0,0,0,0,0,0,0,0,1,0,0,851,0.9943101,3,13329,271
더보이,56660,0,0,0,0,1,0,1,0,0,0,0,0,0,3258,0.958333333,4,9744,348
경주,57297,0,1,1,0,0,0,0,0,0,0,0,0,0,1465,0.765625,4,19957,632
더퍼지거리의반란,59422,1,0,0,0,1,0,1,0,0,0,1,0,1,683,0.779661017,3,26148,401
두남자,60015,0,0,0,0,1,0,0,0,0,0,1,0,0,2504,0.909090909,3,25553,772
마담프루스트의비밀정원,60023,0,1,0,0,0,0,0,0,0,0,0,0,0,569,0.98089172,1,5934,74
주온더파이널,60589,0,0,0,0,0,0,1,0,0,1,0,0,1,780,0.611111111,1,21224,635
파더앤도터,60631,0,1,0,0,0,0,0,0,0,0,0,0,0,1924,0.887700535,5,27444,703
극장판파워레인저닌자포스VS트레인포스닌자인원더랜드,61532,0,0,0,0,0,0,0,0,0,0,0,0,2,436,0.994382022,4,4600,455
최악의하루,62221,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0.981549815,4,14707,395
기생수파트2,63460,0,0,0,0,1,0,0,0,0,1,1,0,0,2400,0.833333333,2,18578,511
히트맨에이전트47,64087,0,0,0,0,1,0,0,0,0,0,0,0,2,1045,0.827067669,4,18658,532
스티브잡스,64985,0,1,0,0,0,0,0,0,0,0,0,0,1,1606,0.851351351,4,18752,765
번개맨,65375,0,0,0,0,0,0,0,1,0,0,0,1,0,998,0.62745098,7,12498,697
다크플레이스,65413,0,1,0,0,1,0,0,0,0,0,1,0,0,1113,0.891891892,2,18513,510
파리로가는길,66754,0,1,0,0,0,0,0,0,0,0,0,0,0,394,0.857142857,2,9329,158
올레,66865,0,1,1,0,0,0,0,0,0,0,0,0,0,1641,0.926829268,4,25680,668
세상에서고양이가사라진다면,67760,0,1,0,0,0,0,0,0,0,0,0,0,0,1221,0.979166667,3,15244,295
이퀄스,67889,0,1,0,0,0,0,0,0,0,0,0,0,0,2046,0.8125,1,23612,703
어카운턴트,69461,0,0,0,0,1,0,0,0,0,0,0,0,2,609,0.935483871,4,19907,730
어거스트가족의초상,69619,0,1,0,0,0,0,0,0,0,0,0,0,0,634,0.964285714,2,19650,485
매직인더문라이트,69715,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,0.862745098,4,20814,372
선생님의일기,70061,0,1,0,0,0,0,0,0,0,0,0,0,0,566,1,2,20390,291
너와100번째사랑,70574,0,1,0,0,0,0,0,0,0,0,0,0,0,3272,0.953020134,3,12607,233
아메리칸셰프,70629,0,0,1,0,0,0,0,0,0,0,0,0,0,1802,0.991891892,4,9097,179
더서클,70953,0,1,0,0,0,0,0,0,0,0,0,0,0,1208,0.836363636,3,21343,315
언더월드블러드워,72023,0,0,0,0,0,0,0,0,0,0,0,0,1,1409,0.823529412,3,23662,350
파워레인져스더비기닝,72399,0,0,0,1,0,0,0,0,0,0,0,0,2,1391,0.87804878,4,23574,876
엽기적인그녀2,72420,0,0,1,0,0,0,0,0,0,1,0,0,0,9148,0.5,3,32105,766
파도가지나간자리,72481,0,1,0,0,0,0,0,0,0,0,0,0,0,660,0.978571429,1,10450,494
위자,72496,0,0,0,0,1,0,1,0,0,0,0,0,1,879,0.810077519,1,21160,646
패트리어트데이,74250,0,1,0,0,1,0,0,0,0,0,0,0,0,778,0.973262032,2,31538,745
오베라는남자,74290,0,1,0,0,0,0,0,0,0,0,0,0,0,1759,0.987525988,1,18046,457
프리덤,74371,0,1,0,0,0,0,0,1,0,0,0,0,0,786,0.9,4,18137,213
피치퍼펙트언프리티걸즈,74715,0,0,1,0,0,0,0,0,1,0,0,0,1,3246,0.888888889,1,23092,569
엑스마키나,75463,0,0,0,0,1,0,0,0,0,0,1,0,1,1073,0.788461538,4,17707,401
모데카이,75547,1,0,1,0,0,0,0,0,0,0,0,0,0,1023,0.919354839,1,32208,553
"서서평,천천히평온하게",75586,0,0,0,0,0,1,0,0,0,0,0,0,0,1053,0.989795918,5,12227,361
아더우먼,76593,0,0,1,0,0,0,0,0,0,0,0,0,2,829,0.5,1,28514,660
쓰리썸머나잇,76618,0,0,1,0,0,0,0,0,0,0,1,1,0,2529,0.833333333,2,26028,591
지랄발광17세,76740,0,1,1,0,0,0,0,0,0,0,0,0,0,858,0.923076923,3,13363,154
페이스오브러브,76968,0,1,0,0,0,0,0,0,0,0,0,0,0,364,0.987421384,3,17448,421
로스트인더스트,77688,0,1,0,0,1,0,0,0,0,0,0,0,0,298,0.922413793,4,20404,691
오마이그랜파,77782,0,0,1,0,0,0,0,0,0,0,1,0,0,490,0.948717949,2,26648,762
터널3D,78324,0,0,0,0,1,0,1,0,0,0,0,0,0,2869,0.740740741,4,31859,519
더테이블,78352,0,1,0,0,0,0,0,0,0,0,0,0,0,3207,0.931034483,2,16769,525
룸,78643,0,1,0,0,0,0,0,0,0,0,0,0,0,1541,0.994011976,2,25972,639
사일런스,78685,0,1,0,0,0,0,0,0,0,0,0,0,0,1365,0.988950276,3,21977,642
분신사바2,78794,0,0,0,0,1,0,1,0,0,1,0,0,0,976,0.535353535,2,18006,430
원챈스,78816,0,1,1,0,0,0,0,0,0,0,0,0,2,12,0.843137255,2,22650,607
이웃집에신이산다,80522,0,0,1,0,0,0,0,0,0,0,1,0,0,1568,0.725085911,4,14944,120
타임패러독스,81347,0,0,0,0,1,0,0,0,0,0,0,0,0,1321,0.835294118,4,21963,457
씬시티다크히어로의부활,81554,0,0,0,0,1,0,0,0,0,1,1,0,0,1106,0.75308642,1,29444,673
더이퀄라이저,82612,0,0,0,0,1,0,0,0,0,0,1,0,1,1355,0.8,3,25501,506
빅아이즈,83069,0,1,0,0,0,0,0,0,0,0,0,0,0,1261,0.93902439,3,18612,555
스틸앨리스,83113,0,1,0,0,0,0,0,0,0,0,0,0,0,900,0.965517241,5,13047,185
"무현,두도시이야기",84289,0,0,0,0,0,1,0,0,0,0,0,0,0,3817,0.99109528,2,6374,87
세인트빈센트,85668,0,1,1,0,0,0,0,0,0,0,0,0,0,1009,1,3,27209,575
걷기왕,86376,0,1,0,0,0,0,0,0,0,0,0,0,0,1663,0.956043956,3,30615,883
허큘리스,86528,0,0,0,1,0,0,0,0,0,0,0,0,2,594,0.2,2,23837,552
극장판파워레인저트레인포스VS다이노포스THEMOVIE,87593,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0.962962963,1,6667,389
갤로우즈,88769,0,0,0,0,0,0,1,0,0,0,0,0,2,1373,0.555555556,4,28641,539
피터와드래곤,89524,0,0,0,1,0,0,0,1,0,0,0,0,0,292,0.5,6,4944,273
7번째아들,90273,1,0,0,1,0,0,0,1,0,0,0,0,1,635,0.536231884,6,26736,695
포커스,90941,0,0,1,0,1,0,0,0,0,0,0,0,2,627,0.75,5,31640,695
크리미널,92181,0,0,0,0,1,0,0,0,0,0,0,0,0,792,0.903553299,2,29235,681
죽여주는여자,93132,0,1,0,0,0,0,0,0,0,0,1,1,0,1217,0.940540541,1,20563,630
심야식당,94425,0,1,0,0,0,0,0,0,0,0,0,0,0,621,0.991935484,4,15789,337
라이언,95356,0,1,0,0,0,0,0,0,0,0,0,0,0,1118,0.974576271,1,24052,349
바스티유데이,95676,0,0,0,0,0,0,0,0,0,0,0,0,3,1365,0.909090909,4,29479,800
무서운이야기3화성에서온소녀,97095,0,0,0,0,0,0,1,0,0,1,0,0,3,1951,0.720930233,4,24882,617
돌연변이,97618,0,1,1,0,0,0,0,0,0,0,0,0,0,8894,0.744186047,6,28344,743
미라클벨리에,98131,0,1,0,0,0,0,0,0,0,0,0,0,0,1868,0.985074627,2,29046,485
딥워터호라이즌,98899,1,1,0,0,0,0,0,0,0,0,0,0,0,1117,0.933333333,3,27986,858
꾸뻬씨의행복여행,99264,0,1,0,1,0,0,0,0,0,0,0,0,0,1329,0.967741935,4,22413,447
자백,99387,0,0,0,0,0,1,0,0,0,0,0,0,0,9464,0.997019374,4,35353,262
사우스포,100419,0,1,0,0,0,0,0,0,0,0,0,0,0,1836,0.8,4,35275,659
카페소사이어티,101518,1,1,0,0,0,0,0,0,0,0,0,0,0,824,0.936102236,4,23155,392
다이버전트시리즈얼리전트,101658,0,0,0,1,0,0,0,0,0,1,0,0,0,2313,0.931818182,3,31300,762
루시드드림,101821,0,0,0,0,1,0,0,0,0,0,0,0,2,5696,0.911764706,7,45864,920
베리굿걸,103104,0,1,0,0,0,0,0,0,0,0,0,0,0,1435,0.5,1,34723,674
대니쉬걸,103742,0,1,0,0,0,0,0,0,0,0,1,0,1,3482,0.982026144,4,16828,434
도희야,104698,0,1,0,0,0,0,0,0,0,0,1,0,0,1420,0.714285714,3,31396,612
니드포스피드,105083,0,0,0,0,1,0,0,0,0,0,0,0,0,838,0.821917808,3,21233,658
더시그널,105433,0,0,0,0,0,0,0,0,0,0,0,0,3,807,0.6,2,31680,512
더기버기억전달자,105864,0,1,0,0,0,0,0,0,0,0,0,0,0,1522,0.888888889,4,26589,458
마이리틀자이언트,106586,0,0,0,1,0,0,0,1,0,0,0,0,0,1311,0.831683168,4,13569,242
더건맨,107275,0,0,0,0,1,0,0,0,0,0,1,0,3,308,0.75,1,32521,666
우먼인골드,107389,0,1,0,0,0,0,0,0,0,0,0,0,0,540,0.983108108,6,29322,499
다이노소어어드벤처백악기공룡대백과,107391,0,0,0,0,0,1,0,0,0,0,0,0,0,342,0.75,4,43219,541
부활,108041,0,1,0,0,0,0,0,0,0,0,0,0,1,1226,0.964953271,2,10763,181
맨프롬UNCLE,108304,0,0,0,1,0,0,0,0,0,0,0,0,2,557,0.769230769,4,23103,668
헤이트풀8,111398,0,0,0,0,1,0,0,0,0,0,1,0,0,973,0.890738814,6,25104,312
여교사,112774,0,1,0,0,0,0,0,0,0,0,1,0,0,4208,0.74863388,4,39526,752
존윅,114873,0,0,0,0,1,0,0,0,0,0,1,0,0,1842,0.975,4,33498,633
문라이트,115738,0,1,0,0,0,0,0,0,0,0,0,0,0,757,0.954901961,7,18359,343
퇴마무녀굴,119768,0,0,0,0,1,0,1,0,0,0,0,1,0,1993,0.914634146,2,44853,658
시카리오암살자의도시,120563,0,0,0,0,1,0,0,0,0,0,1,0,3,409,0.919282511,4,20563,423
라스트위치헌터,121380,0,0,0,1,0,0,0,0,0,0,0,0,0,1304,0.642857143,3,49558,540
예수는역사다,121791,0,1,0,0,0,0,0,0,0,0,0,0,0,1614,0.842105263,2,21655,402
눈길,122235,0,1,0,0,0,0,0,0,0,0,0,0,0,3833,0.974683544,2,50085,933
시간위의집,127306,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,0.959459459,3,36063,817
맨홀,132604,0,0,0,0,1,0,1,0,0,0,1,0,3,5589,0.428571429,3,59285,564
나의절친악당들,132615,0,0,0,0,1,0,0,0,0,0,1,3,2,1791,0.684210526,1,51486,759
화장,134474,0,1,0,0,0,0,0,0,0,0,1,0,0,3583,0.74,1,33542,633
워터디바이너,134531,0,1,0,0,0,0,0,0,0,0,0,0,3,925,0.902439024,3,40011,647
플로렌스,135502,0,1,0,0,0,0,0,0,0,0,0,0,0,756,0.970588235,4,35080,755
제5침공,135840,0,0,0,1,0,0,0,0,0,0,0,0,1,2777,0.777777778,3,36433,583
가시,137414,0,1,0,0,0,0,0,0,0,0,1,0,0,2456,0.833333333,7,44684,672
보이후드,141979,0,1,0,0,0,0,0,0,0,0,0,0,1,1029,0.974110032,4,16135,419
워킹걸,142262,0,0,1,0,0,0,0,0,0,0,1,0,0,4677,0.5,4,33792,602
13시간,142513,0,1,0,0,0,0,0,0,0,0,0,0,3,770,0.851351351,2,30310,727
은밀한유혹,143502,0,0,0,0,1,0,0,0,0,0,0,1,3,4687,0.909090909,1,44653,779
미스컨덕트,147257,0,0,0,0,1,0,0,0,0,0,0,0,0,1725,0.857142857,2,41297,802
비정규직특수요원,148703,0,0,1,0,0,0,0,0,0,0,0,0,0,2648,0.666666667,1,45662,915
익스펜더블3,150833,0,0,0,1,0,0,0,0,0,1,0,0,3,1069,0.909090909,4,39085,626
아빠를빌려드립니다,157883,0,0,1,0,0,0,0,1,0,0,0,0,0,3445,0.940298507,2,37467,646
더큐어,159929,0,0,0,0,1,0,0,0,0,0,1,0,2,2824,0.897637795,5,50664,813
트랜스포터리퓰드,161245,0,0,0,0,1,0,0,0,0,1,0,0,0,978,0.857142857,2,46135,835
아메리칸울트라,161382,0,0,1,0,0,0,0,0,0,0,1,0,3,2026,0.828571429,2,59993,660
한공주,166288,0,1,0,0,0,0,0,0,0,0,1,0,0,1496,0.947368421,1,25736,414
핵소고지,166783,0,1,0,0,0,0,0,0,0,0,0,0,0,2640,0.992443325,7,47437,861
19곰테드2,167144,0,0,1,0,0,0,0,0,0,1,1,0,1,2859,0.88,1,38448,569
조이,167629,0,1,1,0,0,0,0,0,0,0,0,0,2,2287,0.897058824,2,40227,760
대배우,167975,0,0,1,0,0,0,0,0,0,0,0,0,0,2352,0.954545455,2,50369,928
공범자들,172009,0,0,0,0,0,1,0,0,0,0,0,0,0,10237,0.878947368,3,28522,394
라스트베가스,173225,0,0,1,0,0,0,0,0,0,0,0,0,0,563,0.952830189,2,43592,649
그녀,176985,0,1,0,0,0,0,0,0,0,0,1,0,1,1333,0.966227348,3,21532,317
기생수파트1,178846,0,0,0,0,1,0,0,0,0,0,1,0,0,15045,0.894736842,5,36606,417
"극장판파워레인저다이노포스VS고버스터즈공룡대결전!~안녕,영원한친구여!~",179455,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0.951612903,9,48547,540
레전드,179578,0,0,0,0,1,0,0,0,0,0,1,0,0,1823,0.914285714,5,63550,874
글로리데이,179641,0,1,0,0,0,0,0,0,0,0,0,0,0,26181,0.926666667,4,43018,862
컬러풀웨딩즈,180153,0,0,1,0,0,0,0,0,0,0,0,0,0,1416,0.961538462,1,42630,665
50가지그림자심연,181941,0,1,0,0,0,0,0,0,0,1,1,0,1,3757,0.820359281,7,50343,843
팬,182969,0,0,0,1,0,0,0,0,0,0,0,0,2,2406,0.941176471,2,67495,832
더셰프,184972,0,1,0,0,0,0,0,0,0,0,0,0,0,914,0.971428571,4,46200,769
내사랑,185422,0,1,0,0,0,0,0,0,0,0,0,0,0,1305,1,3,28935,366
론서바이버,186042,0,1,0,0,0,0,0,0,0,0,0,0,1,627,0.953216374,3,39341,570
버드맨,186904,0,1,1,0,0,0,0,0,0,0,1,0,2,2387,0.945392491,3,45182,708
덤앤더머투,187702,0,0,1,0,0,0,0,0,0,0,0,0,0,3986,0.857142857,4,55866,684
그레이스오브모나코,195007,0,1,0,0,0,0,0,0,0,0,0,0,3,720,0.92481203,3,36637,658
남과여,198622,0,0,0,0,0,0,0,0,0,0,1,0,3,10545,0.765060241,3,63271,873
창문넘어도망친100세노인,200277,0,0,1,1,0,0,0,0,0,0,0,0,0,754,0.894736842,3,29213,520
아이엠어히어로,206938,0,0,0,0,0,0,1,0,0,0,1,0,0,1355,0.5,1,46488,359
덕수리5형제,209747,0,0,1,0,1,0,0,0,0,0,0,0,3,1647,0.92987013,2,48288,666
연애의맛,212126,0,0,1,0,0,0,0,0,0,0,1,0,3,1176,0.970588235,2,39541,788
언프렌디드친구삭제,216843,0,0,0,0,1,0,1,0,0,0,0,0,1,4950,0.370967742,2,48083,626
독수리에디,217627,0,1,0,0,0,0,0,0,0,0,0,0,2,1104,0.985074627,7,55920,1031
헤라클레스레전드비긴즈,218635,0,0,0,0,0,0,0,0,0,0,0,0,2,410,0.428571429,7,59570,763
개를훔치는완벽한방법,220468,0,1,0,0,0,0,0,1,0,0,0,0,0,5046,0.967391304,3,80633,401
어느날,226751,0,0,0,0,0,0,0,0,0,0,0,0,0,3837,0.840277778,3,53319,942
나의소녀시대,227216,0,1,0,0,0,0,0,0,0,0,0,0,0,7104,0.919155715,3,18555,262
쓰리데이즈투킬,227286,0,0,0,0,1,0,0,0,0,0,0,1,3,360,0.6,2,51711,674
하늘을걷는남자,232989,0,1,0,0,0,0,0,0,0,0,0,0,1,1338,0.960159363,4,37160,765
옥자,233925,0,0,0,1,0,0,0,0,0,0,0,3,2,12426,0.986687661,1,49479,190
닌자터틀어둠의히어로,234385,0,0,0,1,0,0,0,0,0,1,0,0,3,2151,0.787878788,3,56687,1005
순정,236301,0,1,0,0,0,0,0,0,0,0,0,0,0,31698,0.98245614,6,103169,902
툼스톤,239711,0,0,0,0,1,0,0,0,0,0,1,0,0,1097,0.666666667,1,52561,745
스포트라이트,240008,0,1,0,0,1,0,0,0,0,0,0,0,0,1122,0.986595174,6,38418,607
소셜포비아,241506,0,1,0,0,1,0,0,0,0,0,0,0,0,5302,0.887850467,4,53418,709
노벰버맨,246457,0,0,0,0,1,0,0,0,0,0,0,0,3,569,0.879699248,1,65042,734
비밀은없다,247022,0,0,0,0,1,0,0,0,0,0,1,0,3,3971,0.670588235,3,100854,937
언브로큰,255019,0,1,0,0,0,0,0,0,0,0,0,0,1,3318,0.903703704,4,54852,730
캐롤,255357,1,1,0,0,0,0,0,0,0,0,1,0,0,1191,0.954627949,2,32718,325
존윅-리로드,255641,0,0,0,0,1,0,0,0,0,1,1,0,0,1842,0.910652921,7,65642,437
함정,257675,0,0,0,0,1,0,0,0,0,0,1,0,0,2023,0.823529412,3,80520,752
스파이브릿지,258229,0,1,0,0,1,0,0,0,0,0,0,0,2,878,0.966165414,4,49375,723
투모로우랜드,262992,0,0,0,1,0,0,0,0,0,0,0,0,0,1272,0.690322581,2,45674,841
백투더비기닝,263966,0,0,0,0,1,0,0,0,0,0,0,0,3,479,0.96,5,94312,746
오큘러스,264631,0,0,0,0,1,0,1,0,0,0,0,0,0,1603,0.727272727,6,59751,577
사랑에대한모든것,265059,0,0,0,0,0,0,0,0,0,0,0,0,1,2704,0.92,1,59381,758
아메리칸스나이퍼,269728,0,0,0,0,0,0,0,0,0,0,1,0,2,1823,0.98603352,4,44388,582
선오브갓,279251,0,1,0,0,0,0,0,0,0,0,0,0,0,2460,0.9408867,7,48226,694
인서전트,279650,0,0,0,0,0,0,0,0,0,1,0,0,3,3194,0.785714286,1,63923,882
"러브,로지",281982,0,0,1,0,0,0,0,0,0,0,0,0,2,2861,0.879518072,1,66379,705
혼숨,282054,0,0,0,0,0,0,1,0,0,0,0,0,0,4178,0.523809524,2,57423,861
런올나이트,286202,0,0,0,0,1,0,0,0,0,0,1,0,2,1118,0.901098901,3,63051,724
포인트브레이크,292174,0,0,0,0,1,0,0,0,0,0,0,0,1,1262,0.957746479,6,67481,727
플립,294724,0,1,0,0,0,0,0,0,0,0,0,0,0,10110,0.977469671,3,31636,391
미녀와야수,297681,0,0,0,0,0,0,0,0,0,0,0,0,2,8894,0.980857108,3,42995,685
위대한소원,299770,0,1,1,0,0,0,0,0,0,0,0,0,2,3408,0.896666667,3,93746,1045
레드카펫,300480,0,0,1,0,0,0,0,0,0,0,0,0,0,4017,0.916666667,4,64600,760
구스범스,301655,0,0,0,1,0,0,0,0,0,0,0,0,1,2541,0.945121951,2,66529,919
패딩턴,304134,0,0,1,0,0,0,0,1,0,0,0,0,3,1592,0.925,4,52386,703
도리화가,308033,0,1,0,0,0,0,0,0,0,0,0,0,3,12459,0.884615385,3,90195,1094
주피터어센딩,308880,1,0,0,0,0,0,0,0,0,0,0,0,2,1428,0.578947368,6,90347,1101
히든피겨스,315837,0,1,0,0,0,0,0,0,0,0,0,0,2,1921,0.994285714,5,52376,832
하이힐,317085,0,0,0,0,1,0,0,0,0,0,1,3,3,2252,0.882352941,3,67974,676
극적인하룻밤,318156,0,0,1,0,0,0,0,0,0,0,1,0,0,2589,0.804195804,4,71751,784
그랜드부다페스트호텔,321715,0,0,0,1,1,0,0,0,0,0,1,0,2,333,0.972168285,2,23969,161
위자저주의시작,322310,0,0,0,0,0,0,1,0,0,0,0,0,1,879,0.890577508,3,48838,733
에베레스트,328744,1,1,0,1,0,0,0,0,0,0,0,0,1,1559,0.888888889,7,61282,657
사랑하기때문에,338588,0,0,1,0,0,0,0,0,0,0,0,0,2,7040,0.91283293,4,99973,991
숲속으로,341389,0,0,0,0,0,0,0,0,1,0,0,0,0,3514,0.327868852,4,152685,707
클로버필드10번지,343186,0,0,0,0,1,0,0,0,0,0,0,0,3,1517,0.776923077,7,100018,1008
싱글라이더,344469,0,1,0,0,0,0,0,0,0,0,0,0,2,3838,0.900826446,7,106872,1085
치외법권,345552,0,0,0,0,0,0,0,0,0,0,0,0,0,3298,0.772727273,2,101831,836
석조저택살인사건,347567,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,0.973684211,2,115074,953
소수의견,352913,0,1,0,0,0,0,0,0,0,0,0,0,1,5222,0.953571429,3,76253,763
어쌔신크리드,354032,0,0,0,1,0,0,0,0,0,0,0,0,2,5645,0.843537415,2,103267,1097
경성학교사라진소녀들,354119,0,1,0,0,1,0,0,0,0,0,0,0,3,8640,0.865671642,4,111513,946
"님아,그강을건너지마오",354503,0,0,0,0,0,1,0,0,0,0,0,0,0,8651,0.985182899,4,24611,369
그레이의50가지그림자,357499,0,1,0,0,0,0,0,0,0,0,1,0,1,3757,0.820359281,5,130696,1022
언더워터,374330,0,0,0,0,1,0,1,0,0,0,0,0,1,1508,0.974358974,3,58033,772
나의독재자,378635,0,1,0,0,0,0,0,0,0,0,0,0,3,2953,0.846311475,2,121474,1291
보통사람,379023,0,1,0,0,0,0,0,0,0,0,0,0,0,2459,0.92033543,5,85439,1241
빅쇼트,379951,0,1,0,0,0,0,0,0,0,0,1,0,3,1085,0.894977169,4,59295,818
내심장을쏴라,382608,0,1,0,0,0,0,0,0,0,0,0,0,0,6860,0.966101695,3,104937,852
무뢰한,385781,0,0,0,0,0,0,0,0,0,0,1,0,0,4059,0.763033175,2,94314,956
싱스트리트,394504,0,1,0,0,0,0,0,0,0,0,0,0,0,1449,0.98690671,4,67363,952
판타스틱4,398864,0,0,0,0,0,0,0,0,0,0,0,0,2,3209,0.612244898,2,120729,868
좋은친구들,403788,0,1,0,0,1,0,0,0,0,0,1,0,3,2153,0.923076923,3,117988,702
주온끝의시작,407480,0,0,0,0,0,0,1,0,0,1,0,0,2,1608,0.34375,2,86862,699
킹아서제왕의검,414433,0,0,0,0,0,0,0,0,0,0,0,0,2,1115,0.952380952,2,120317,1121
다이버전트,418142,0,0,0,0,0,0,0,0,0,0,0,0,3,630,0.808917197,3,65493,951
계춘할망,418734,0,1,0,0,0,0,0,1,0,0,0,2,0,6385,0.960923623,4,83702,998
비긴어게인,419145,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0.98929909,4,37848,377
